full_name,description,language,topics,default_branch,license,created_at,updated_at,pushed_at,stargazers_count,forks_count,open_issues_count,watchers_count,size_kb,is_fork,is_archived,has_wiki,has_projects,has_discussions,contributors_count,commit_count_last_year,has_readme,readme_size_bytes,has_ci_workflow,open_prs_count,release_count,repo_age_days,days_since_last_push,days_since_last_update,commits_per_month,doc_score,maturity_score,community_score,topics_count,is_likely_template,is_abandoned
vn-progr/gpv-voe-vinnytsia,,Python,[],main,,2025-12-14T22:22:36Z,2026-05-29T17:58:28Z,2026-05-29T17:58:23Z,1,0,0,1,215524,False,False,True,True,False,2,86754,True,11034,True,0,0,-348,-514,-514,86754.0,3,3,0.69,0,False,False
MohamedElslakawy/Secret.Image,,Python,[],main,,2026-05-22T19:09:15Z,2026-05-29T17:58:26Z,2026-05-29T17:58:22Z,1,0,0,1,1,False,False,True,True,False,2,0,False,0,False,0,0,-507,-514,-514,0.0,1,2,0.69,0,False,False
marcgoebel/Finanzanalyse-projekt,,Python,[],main,,2025-03-09T10:57:18Z,2026-05-29T17:58:26Z,2026-05-29T17:58:22Z,1,0,0,1,5272347,False,False,True,True,False,2,419617,True,622,True,0,0,-68,-514,-514,419617.0,2,3,0.69,0,False,False
Raph33AI/alphavault-quant,,Python,[],main,MIT,2026-04-17T15:36:44Z,2026-05-29T17:58:32Z,2026-05-29T17:58:22Z,2,0,1,2,636374,False,False,True,True,False,5,652784,True,18,True,1,0,-472,-514,-514,652784.0,2,4,1.1,0,False,False
mister-nikitos/zieng2-wl-stash,Конвертер подписки для обхода белых списков в формат Stash,Python,[],main,,2026-03-25T12:56:53Z,2026-05-29T17:58:35Z,2026-05-29T17:58:22Z,4,0,0,4,14381,False,False,True,True,False,3,0,True,3678,True,0,0,-449,-514,-514,0.0,3,3,1.61,0,False,False
DreamCo-Technologies/Dreamcobots,All dreamco bots,Python,[],main,MIT,2025-06-21T14:59:51Z,2026-05-29T17:58:24Z,2026-05-29T17:58:20Z,2,0,70,2,28847,False,False,True,True,True,8,1480,True,2400,True,58,0,-172,-514,-514,1480.0,3,4,1.1,0,False,False
fopearcano/storyplanner,creative writing tool,Python,['creative-writing'],claude/setup-storyplanner-app-5cVxF,,2026-04-14T03:58:17Z,2026-05-29T17:58:24Z,2026-05-29T17:58:20Z,1,0,0,1,2176,False,False,True,True,False,2,0,True,21846,False,0,0,-469,-514,-514,0.0,3,2,0.69,1,False,False
TheRamsay/vut-mcp,,Python,[],main,,2026-05-22T21:08:19Z,2026-05-29T17:58:24Z,2026-05-29T17:58:20Z,2,0,0,2,285,False,False,True,True,False,1,0,True,5268,False,0,0,-507,-514,-514,0.0,3,1,1.1,0,False,False
bho1996/YOLO-Beer-Detector,,Python,[],main,,2026-03-08T20:16:58Z,2026-05-29T17:58:26Z,2026-05-29T17:58:20Z,1,0,0,1,164428,False,False,True,True,False,3,149,True,2961,False,0,0,-432,-514,-514,149.0,3,2,0.69,0,False,False
ACCIDDA/op_system,,Python,[],main,MIT,2026-01-23T18:18:10Z,2026-05-29T17:58:20Z,2026-05-29T17:58:34Z,2,1,38,2,1661,False,False,True,True,False,4,0,True,10155,True,2,2,-388,-514,-514,0.0,3,5,1.79,0,False,False
cypher-256/py-sharepoint-video-downloader,Python helper to download Microsoft Teams / SharePoint recordings using videomanifest DASH URLs.,Python,[],main,MIT,2025-12-12T06:13:42Z,2026-05-29T17:58:22Z,2026-05-29T17:58:17Z,6,2,0,6,11,False,False,True,True,False,2,0,True,3226,False,0,0,-346,-514,-514,0.0,3,2,3.04,0,False,False
secwexen/secwexen-arsenal,"Personel toolkit for cybersecurity expert research, pentesting, and threat analysis, featuring Python, Rust, Bash, and PowerShell tools.",Python,"['cybersecurity', 'digital-forensics', 'malware-analysis', 'network-security', 'penetration-testing', 'python', 'red-team', 'threat-hunting', 'threat-intelligence', 'vulnerability-research']",main,MIT,2026-01-13T10:57:56Z,2026-05-29T17:58:29Z,2026-05-29T17:58:17Z,1,0,0,1,436,False,False,False,False,False,1,0,True,3006,True,0,0,-378,-514,-514,0.0,2,1,0.69,10,False,False
jdgoated1/football-predictor,,Python,[],main,,2026-05-25T11:08:06Z,2026-05-29T17:58:22Z,2026-05-29T17:58:17Z,2,1,0,2,14584,False,False,True,True,False,2,0,True,4711,True,0,0,-510,-514,-514,0.0,3,3,1.79,0,False,False
chenxi750328ai/agent-jianghu,agent江湖 - 多Agent协作平台,Python,['multi-agent'],main,MIT,2026-02-01T11:37:49Z,2026-05-29T17:58:20Z,2026-05-29T17:58:17Z,3,1,7,3,88395,False,False,True,True,False,4,434622,True,5346,True,1,0,-397,-514,-514,434622.0,3,4,2.08,1,False,False
Junwu0615/PC-Activity-Tracker,,Python,[],main,,2025-11-16T16:03:02Z,2026-05-29T17:58:20Z,2026-05-29T17:58:16Z,1,0,0,1,222,False,False,True,True,False,1,0,True,21,True,0,0,-320,-514,-514,0.0,2,2,0.69,0,False,False
greetingromansoldier/agora-perp-agent,AI agent trading engine for Agora Agents Hackathon,Python,[],main,MIT,2026-05-20T18:57:32Z,2026-05-29T17:58:20Z,2026-05-29T17:58:16Z,1,0,0,1,15540,False,False,True,True,False,1,0,True,11982,True,0,0,-505,-514,-514,0.0,3,2,0.69,0,False,False
bibstha/nepal-budget-2083-2084,LLM translations for easier parsing,Python,[],main,,2026-05-29T17:10:25Z,2026-05-29T17:58:20Z,2026-05-29T17:58:15Z,1,0,0,1,0,False,False,True,True,False,1,0,True,4678,False,0,0,-514,-514,-514,0.0,3,1,0.69,0,False,False
Raf3-Tech/arbitrage-bot,"Python-based arbitrage bot using flash loans to exploit price differences across DEXs and CEXs (Uniswap, PancakeSwap, Binance, Kraken). Operates on BNB Chain and Polygon with real-time WebSocket feeds and custom smart contracts. Designed for cloud deployment and low-latency execution.",Python,[],main,,2025-05-31T02:09:41Z,2026-05-29T17:58:20Z,2026-05-29T17:58:15Z,2,2,0,2,6,False,False,True,True,False,2,0,True,6013,False,0,0,-151,-514,-514,0.0,3,2,2.2,0,False,False
CatalinPopa00/Calculator-Fair-Value,,Python,[],main,,2026-03-02T13:44:06Z,2026-05-29T17:58:20Z,2026-05-29T17:58:15Z,1,0,1,1,54940,False,False,True,True,False,1,0,False,0,False,1,0,-426,-514,-514,0.0,1,2,0.69,0,False,False
Shallow-dusty/FluxMind,RAG-based Copilot for Sliding Mode Control & Flux Linkage Estimation research,Python,[],main,MIT,2026-04-08T06:23:48Z,2026-05-29T17:58:27Z,2026-05-29T17:58:14Z,2,0,0,2,23716,False,False,True,True,False,1,0,True,11238,True,0,0,-463,-514,-514,0.0,3,2,1.1,0,False,False
andreiraduta11/bet-etf,"This repository consists of a transaction order calculator. Its purpose is to help investors better copy the BET index, ie. the behavior of the Romanian stock market.",Python,[],master,MIT,2020-07-14T10:36:15Z,2026-05-29T17:58:16Z,2026-05-29T17:58:12Z,10,5,2,10,194,False,False,True,True,False,4,0,True,1148,False,1,0,1631,-514,-514,0.0,2,3,4.19,0,False,False
lirrensi/nexi-search,A quick cli search when your stupid agents have problems searching,Python,[],main,MIT,2026-02-08T23:39:59Z,2026-05-29T17:58:17Z,2026-05-29T17:58:11Z,1,0,0,1,2323,False,False,True,True,False,2,0,True,15739,False,0,0,-404,-514,-514,0.0,3,2,0.69,0,False,False
lijunliu-gh/ai-news-digest,"🗞️ Daily curated AI news from Anthropic, OpenAI, Google Gemini & GitHub — trilingual (中文/日本語/EN), dark/light mode, zero dependencies",Python,"['ai', 'anthropic', 'github-copilot', 'google-gemini', 'i18n', 'news', 'openai', 'static-site']",main,MIT,2026-04-09T03:25:21Z,2026-05-29T17:58:14Z,2026-05-29T17:58:10Z,6,3,0,6,2818,False,False,False,True,False,2,0,True,7635,True,0,14,-464,-514,-514,0.0,2,4,3.33,8,False,False
StephenAbbott/opencheck,"Customer due diligence checks powered by the Legal Entity Identifier, open data and open standards including the Beneficial Ownership Data Standard",Python,"['beneficial-ownership', 'beneficial-ownership-data', 'customer-due-diligence', 'open-data', 'open-source', 'open-standard']",main,NOASSERTION,2026-04-24T09:06:17Z,2026-05-29T17:58:13Z,2026-05-29T17:58:10Z,7,0,0,7,2628,False,False,True,True,False,2,0,True,6740,False,0,0,-479,-514,-514,0.0,3,2,2.08,6,False,False
titouannwtt/freqtrade-ultimate,"Production-grade Freqtrade fork for algorithmic trading on Hyperliquid. Multi-bot OHLCV/pairlist caching, PlateauSampler hyperopt, walk-forward with CPCV, custom hyperopt losses, liquidation detection, 32+ enhancements. Includes showcase strategies. Maintained by Freqtrade France.",Python,"['algorithmic-trading', 'backtesting', 'ccxt', 'crypto-trading-bot', 'dca', 'freqtrade', 'freqtrade-fork', 'freqtrade-strategies', 'hyperliquid', 'hyperliquid-trading', 'hyperopt', 'mean-reversion', 'multi-bot', 'optuna', 'perpetual-futures', 'python', 'quantitative-finance', 'trading-bot', 'trend-following', 'walk-forward-analysis']",main,GPL-3.0,2026-04-17T18:54:10Z,2026-05-29T17:58:13Z,2026-05-29T17:58:09Z,1,2,7,1,3484394,False,False,False,True,False,388,450,True,16185,True,7,6,-472,-514,-514,450.0,2,5,1.79,20,False,False
Tohshi-memo/mexc-momentum-scanner,,Python,[],claude/crypto-trading-system-j1LkF,,2026-04-10T08:57:06Z,2026-05-29T17:58:14Z,2026-05-29T17:58:09Z,1,0,7,1,1097557,False,False,False,True,False,3,13245,True,12356,True,1,0,-465,-514,-514,13245.0,2,4,0.69,0,False,False
jraphaelsst/noctusai,AI-First ERP Platform with Built-in AI-Governance for multiple Digital Products,Python,[],dev,,2026-02-24T19:48:59Z,2026-05-29T17:58:13Z,2026-05-29T17:58:08Z,1,0,0,1,28906,False,False,False,True,False,1,0,False,0,True,0,0,-420,-514,-514,0.0,0,2,0.69,0,False,False
ArdeleanLucas/PARSE,"PARSE — Phonetic Analysis & Review Source Explorer. Browser-based dual-mode workstation for linguistic fieldwork: tiered IPA/orthography annotation, cross-speaker cognate adjudication and borrowing detection, LingPy/NEXUS export, and AI-assisted STT via a React + Vite frontend, Python backend, and MCP tool surface.",Python,"['comparative-linguistics', 'fieldwork', 'historical-linguistics', 'ipa', 'kurdish', 'linguistics', 'mcp', 'phonetics', 'python', 'react', 'speech-to-text', 'vite']",main,MIT,2026-04-25T17:10:42Z,2026-05-29T17:58:10Z,2026-05-29T17:58:07Z,4,0,3,4,49205,False,False,False,True,False,5,0,True,10794,True,0,0,-480,-514,-514,0.0,2,3,1.61,12,False,False
BlueArcbox/resources,,Python,[],master,,2023-12-23T03:32:52Z,2026-05-29T17:58:11Z,2026-05-29T17:58:06Z,6,0,0,6,67347,False,False,False,False,False,2,0,False,0,True,0,0,374,-514,-514,0.0,0,2,1.95,0,False,False
elascano/ESPE2604-AWD30716,ESPE2604-AWD30716 Advanced Web Development,Python,[],main,Apache-2.0,2026-04-09T19:59:56Z,2026-05-29T17:58:11Z,2026-05-29T17:58:06Z,1,0,0,1,245337,False,False,True,True,False,22,0,True,63,False,0,0,-464,-514,-514,0.0,2,2,0.69,0,False,False
robertofmarins/python-database-persistence-lab,Laboratório prático focado em modelos de persistência de dados relacionais e não-relacionais utilizando a linguagem Python.,Python,[],main,,2026-01-09T15:27:19Z,2026-05-29T17:58:10Z,2026-05-29T17:58:05Z,1,0,0,1,4,False,False,True,True,False,1,0,True,3005,False,0,0,-374,-514,-514,0.0,3,1,0.69,0,False,False
TMayowa/ai-ready-data-product-registry,"Portfolio project showcasing how enterprise data products and AI models can be governed for safe AI-agent consumption. I designed the governance logic, data model and product framework; built with Python, Streamlit and AI-assisted development.",Python,"['ai-governance', 'ai-readiness', 'artificial-intelligence', 'data-contracts', 'data-governance', 'data-mesh', 'data-products', 'model-registry', 'product-management', 'pydantic', 'streamlit', 'synthetic-data']",main,MIT,2026-05-27T22:07:27Z,2026-05-29T17:58:20Z,2026-05-29T17:58:04Z,1,0,0,1,263,False,False,False,True,False,1,0,True,6813,False,0,0,-512,-514,-514,0.0,2,1,0.69,12,False,False
ropkiplagat/fxpulse,FXPulse AI Forex Trading Bot,Python,[],main,,2026-04-09T10:56:06Z,2026-05-29T17:58:41Z,2026-05-29T17:58:37Z,3,0,0,3,15520,False,False,True,True,False,4,43601,True,5966,False,0,0,-464,-514,-514,43601.0,3,2,1.39,0,False,False
Ub207/vault-sync,"AI Employee - Platinum Tier | A Digital FTE that manages business operations 24/7 | Email, Social Media, Invoicing, WhatsApp - all automated with human-in-the-loop approval",Python,"['ai-agent', 'ai-automation', 'automation', 'claude-ai', 'mcp', 'obsidian', 'python', 'solo-founder']",main,MIT,2026-03-26T14:45:45Z,2026-05-29T17:58:08Z,2026-05-29T17:58:02Z,1,0,0,1,51237,False,False,False,True,False,3,0,True,8789,False,0,0,-450,-514,-514,0.0,2,2,0.69,8,False,False
lx-0/llm-wiki,Self-cartography engine: Turn your scattered personal data into a queryable Obsidian wiki. You and your agents read from the same surface.,Python,"['agent-memory', 'ai-memory', 'anthropic', 'claude', 'claude-agent-sdk', 'claude-code', 'knowledge-base', 'knowledge-management', 'llm', 'obsidian', 'obsidian-vault', 'ollama', 'personal-knowledge-management', 'pkm', 'second-brain']",main,MIT,2026-05-02T10:14:12Z,2026-05-29T17:58:05Z,2026-05-29T17:58:01Z,1,1,2,1,115555,False,False,False,True,False,1,0,True,29121,True,0,0,-487,-514,-514,0.0,2,2,1.39,15,False,False
GuandongTao/Swap_Pricer,,Python,[],main,,2026-05-13T05:35:44Z,2026-05-29T17:58:19Z,2026-05-29T17:58:01Z,1,0,0,1,2203,False,False,True,True,False,1,0,True,2841,False,0,0,-498,-514,-514,0.0,3,1,0.69,0,False,False
aderoa/wnba-milestones,,Python,[],main,,2026-05-08T23:57:33Z,2026-05-29T17:58:17Z,2026-05-29T17:58:01Z,1,0,0,1,11470,False,False,True,True,False,2,26203,True,8943,True,0,0,-493,-514,-514,26203.0,3,3,0.69,0,False,False
bighog300/timebot,,Python,[],main,,2026-04-19T15:49:01Z,2026-05-29T17:58:05Z,2026-05-29T17:58:00Z,1,0,8,1,3931,False,False,True,True,False,2,0,True,7074,True,0,1,-474,-514,-514,0.0,3,4,0.69,0,False,False
xsrazy/Discord-Bot,Discord Bot: Type and Delete Messages,Python,[],main,,2023-01-22T23:38:03Z,2026-05-29T17:58:16Z,2026-05-29T17:58:00Z,9,8,0,9,4883,False,False,True,True,False,1,18751,True,1460,False,0,0,709,-514,-514,793.41,2,1,4.5,0,False,False
rigplane/rigplane-core,Python library for controlling Icom transceivers over LAN (UDP) — no wfview/hamlib required,Python,"['amateur-radio', 'asyncio', 'ci-v', 'ham-radio', 'ic-705', 'ic-7610', 'icom', 'radio-control', 'sdr', 'transceiver']",main,MIT,2026-02-25T06:47:17Z,2026-05-29T17:58:02Z,2026-05-29T17:58:12Z,14,5,20,14,22371,False,False,True,True,True,5,0,True,8619,True,0,38,-421,-514,-514,0.0,3,4,4.5,10,False,False
taww101-sooksun/Taww101,,Python,[],main,,2026-02-02T11:09:26Z,2026-05-29T17:58:03Z,2026-05-29T17:57:59Z,1,0,1,1,449334,False,False,True,True,False,1,0,True,9,False,1,0,-398,-514,-514,0.0,2,2,0.69,0,False,False
qdrddr/clear-your-tools,Cut input tokens by 30% while preserving LLM focus and pruning irrelevant MCP tools,Python,"['mcp', 'mcp-tools', 'proxy-server']",main,Apache-2.0,2026-05-27T15:46:41Z,2026-05-29T17:58:13Z,2026-05-29T17:57:56Z,7,0,0,7,6853,False,False,True,True,False,2,0,True,11739,True,0,9,-512,-514,-514,0.0,3,4,2.08,3,False,False
moonslayers/doc2issue,Personal tool to use AI agents to convert req docs into issues in my gh projects,Python,[],main,MIT,2026-05-23T16:48:39Z,2026-05-29T17:58:00Z,2026-05-29T17:57:55Z,1,0,0,1,165,False,False,True,True,False,1,0,True,2407,True,0,0,-508,-514,-514,0.0,3,2,0.69,0,False,False
Sajan-Dharoliya/my-programing-journey,about how i learn programming/coding,Python,[],main,,2026-04-17T15:33:50Z,2026-05-29T17:58:14Z,2026-05-29T17:57:54Z,1,0,0,1,111,False,False,True,True,False,1,0,True,62,False,0,0,-472,-514,-514,0.0,2,1,0.69,0,False,False
coohash/vsys,VSYS Blockchain Python Code,Python,[],main,,2026-05-27T06:41:28Z,2026-05-29T17:57:58Z,2026-05-29T17:57:54Z,1,0,0,1,17180,False,False,True,True,True,1,0,True,10550,False,0,2,-512,-514,-514,0.0,3,2,0.69,0,False,False
lzwjava/jekyll-ai-blog,"Thoughts, essays, and code from my journey to pursue freedom and truth.",Python,[],main,,2020-02-24T12:13:46Z,2026-05-29T17:58:13Z,2026-05-29T17:57:54Z,2,0,2,2,886730,False,False,True,True,False,4,13786,True,4600,True,0,0,1772,-514,-514,233.4,3,3,1.1,0,False,False
Glad-Labs/poindexter,"Poindexter — open-source AI content pipeline that researches, writes, reviews, and publishes autonomously. Self-hosted on your machine. Built by Glad Labs LLC.",Python,"['ai', 'ai-content', 'apache2', 'automation', 'blog-engine', 'content-pipeline', 'fastapi', 'grafana', 'headless-cms', 'llm', 'ollama', 'pgvector', 'postgresql', 'self-hosted']",main,Apache-2.0,2026-04-10T02:25:55Z,2026-05-29T17:58:11Z,2026-05-29T17:57:54Z,1,0,56,1,136963,False,False,True,True,True,10,0,True,18493,True,0,40,-465,-514,-514,0.0,3,4,0.69,14,False,False
devidutta3/Ai-weather-Prediction-Model-,,Python,[],main,Apache-2.0,2026-05-28T17:07:54Z,2026-05-29T17:58:11Z,2026-05-29T17:57:53Z,2,1,0,2,11,False,False,True,True,False,1,0,True,4082,False,0,0,-513,-514,-514,0.0,3,1,1.79,0,False,False
Jenak26/internship-goat,,Python,[],main,,2026-05-14T04:32:18Z,2026-05-29T17:57:57Z,2026-05-29T17:57:52Z,1,0,0,1,10548,False,False,True,True,False,2,0,True,10859,True,0,0,-499,-514,-514,0.0,3,3,0.69,0,False,False
opendatahub-io/agentic-ci,,Python,[],main,Apache-2.0,2026-04-24T14:59:29Z,2026-05-29T17:57:57Z,2026-05-29T17:57:52Z,1,4,1,1,242,False,False,False,False,False,7,0,True,13545,True,0,0,-479,-514,-514,0.0,2,2,2.3,0,False,False
dataciviclab/toolkit,"Toolkit è il motore tecnico di DataCivicLab per eseguire pipeline dati riproducibili da dataset.yml, da RAW a CLEAN e MART, con validazione, tracking e output leggibili dai notebook.",Python,"['data-pipeline', 'duckdb', 'open-data', 'python']",main,MIT,2026-02-21T08:52:29Z,2026-05-29T17:57:53Z,2026-05-29T17:57:51Z,2,0,0,2,1018,False,False,False,True,False,4,0,True,11257,True,0,2,-417,-514,-514,0.0,2,4,1.1,4,False,False
AdrianRCdwec/UltraPresetGaming,Repositorio de trabajo final.,Python,[],main,MIT,2026-03-10T09:50:03Z,2026-05-29T17:57:53Z,2026-05-29T17:57:49Z,1,0,0,1,128821,False,False,True,True,False,1,0,True,13566,False,0,0,-434,-514,-514,0.0,3,1,0.69,0,False,False
triadlang/triadlang,,Python,[],main,NOASSERTION,2026-05-28T16:55:10Z,2026-05-29T17:58:07Z,2026-05-29T17:57:49Z,2,0,0,2,477,False,False,False,False,False,2,0,True,1410,False,0,0,-513,-514,-514,0.0,1,1,1.1,0,False,False
nerddotdad/truecharts,Personal Deployment of Talos for Truecharts.,Python,[],main,AGPL-3.0,2024-08-12T21:44:02Z,2026-05-29T17:57:50Z,2026-05-29T17:57:46Z,1,0,1,1,62800,False,False,False,True,False,5,0,True,165,True,0,0,141,-514,-514,0.0,1,3,0.69,0,False,False
nuuuwan/lk_dmc,,Python,[],main,MIT,2025-10-07T03:22:45Z,2026-05-29T17:58:07Z,2026-05-29T17:57:45Z,2,0,0,2,3874859,False,False,True,True,False,1,0,True,4461,True,0,0,-280,-514,-514,0.0,3,2,1.1,0,False,False
shayanheidari01/ShineNETConfigs,-,Python,[],main,,2025-09-16T14:47:51Z,2026-05-29T17:58:02Z,2026-05-29T17:57:43Z,3,1,0,3,57547,False,False,True,True,False,2,0,True,2547,True,0,0,-259,-514,-514,0.0,3,3,2.08,0,False,False
Latent-Fields/REE_assembly,"This is where ideas and information, evidence and interest combine to create REE prototypes",Python,"['ai', 'ai-agents', 'architectural', 'constraints', 'design-process', 'orchestrating']",master,NOASSERTION,2026-02-08T20:01:25Z,2026-05-29T17:58:01Z,2026-05-29T17:57:43Z,2,0,0,2,79191,False,False,False,True,True,5,42104,True,18117,True,0,2,-404,-514,-514,42104.0,2,4,1.1,6,False,False
jblechert/keyboard-lm-de,German language model for FUTO Keyboard — training pipeline and pretrained GGUF,Python,[],main,MIT,2026-05-26T19:05:41Z,2026-05-29T17:57:45Z,2026-05-29T17:57:41Z,1,0,0,1,1926,False,False,True,True,False,1,0,True,7374,False,0,4,-511,-514,-514,0.0,3,2,0.69,0,False,False
XSlayerDzX/Reinforcement-Learning-AiAgent,,Python,[],master,,2025-09-17T16:10:59Z,2026-05-29T17:57:44Z,2026-05-29T17:57:40Z,3,1,0,3,1653,False,False,True,True,False,2,0,True,5592,False,0,0,-260,-514,-514,0.0,3,2,2.08,0,False,False
wanghongye200211/scLineagePred,,Python,[],main,MIT,2025-07-08T05:43:44Z,2026-05-29T17:57:42Z,2026-05-29T17:57:38Z,1,0,0,1,422,False,False,True,True,False,1,0,True,8398,False,0,0,-189,-514,-514,0.0,3,1,0.69,0,False,False
ETO-QSH/QuizHub-byETO,,Python,[],master,,2025-12-21T03:43:38Z,2026-05-29T17:57:42Z,2026-05-29T17:57:38Z,5,2,2,5,20882,False,False,True,True,False,1,0,False,0,False,1,5,-355,-514,-514,0.0,1,3,2.89,0,False,False
Jwrede/tokentoll,Catch LLM cost changes in code review. Infracost for LLM spend.,Python,"['anthropic', 'cost-optimization', 'devtools', 'github-action', 'llm', 'mlops', 'openai', 'python', 'static-analysis']",main,MIT,2026-05-03T07:37:10Z,2026-05-29T17:57:42Z,2026-05-29T17:57:38Z,3,0,0,3,257,False,False,True,True,False,1,0,True,10638,True,0,13,-488,-514,-514,0.0,3,3,1.39,9,False,False
Dev-rja/api-monitor,"Automated API reliability monitor — polls 12 endpoints every 30 min, transforms data with dbt, and publishes a live SLA report via GitHub Actions",Python,"['data-engineering', 'dbt', 'github-actions', 'monitoring', 'pipeline', 'python', 'sla', 'sqlite']",master,,2026-04-02T04:44:15Z,2026-05-29T17:57:59Z,2026-05-29T17:57:38Z,1,0,0,1,9667,False,False,True,True,False,2,0,True,5260,True,0,0,-457,-514,-514,0.0,3,3,0.69,8,False,False
shaheemme-maker/stock-market-scraper,,Python,[],main,,2025-12-21T07:56:54Z,2026-05-29T17:57:58Z,2026-05-29T17:57:36Z,1,0,0,1,406725,False,False,False,True,False,2,44368,False,0,True,0,0,-355,-514,-514,44368.0,0,3,0.69,0,False,False
eliac-d/kirito-Bot-MD,Repositorio oficial de kirito-Bot MD...,JavaScript,['entretenimiento'],kirito-Bot-oficial,,2026-01-24T18:21:58Z,2026-05-29T17:58:48Z,2026-05-29T17:58:44Z,12,1,0,12,16566,False,False,False,True,False,1,0,True,8351,False,0,1,-389,-514,-514,0.0,2,2,3.26,1,False,False
Bhargavbhanu/Right_LLM,,JavaScript,[],main,,2026-05-19T03:25:33Z,2026-05-29T17:57:50Z,2026-05-29T17:58:43Z,1,0,0,1,267,False,False,False,True,False,2,0,True,6795,False,0,0,-504,-514,-514,0.0,2,2,0.69,0,False,False
Royal-V-RR/discord-bot,"Doing the impossible, one line at a time",JavaScript,[],main,,2026-03-11T17:08:51Z,2026-05-29T17:58:45Z,2026-05-29T17:58:41Z,2,1,1,2,221718,False,False,False,True,False,2,52923,True,145,True,0,0,-435,-514,-514,52923.0,1,3,1.79,0,False,False
jeffdafoe/llm-memory-api,"Multi-agent memory and coordination platform with persistent notes, semantic search, inter-agent mail/chat, structured discussions, and admin dashboard.",JavaScript,"['ai', 'llm']",main,MIT,2026-02-20T20:51:07Z,2026-05-29T17:58:43Z,2026-05-29T17:58:40Z,10,1,0,10,13383,False,False,False,True,True,5,0,True,10184,True,0,11,-416,-514,-514,0.0,2,4,3.09,2,False,False
naamantrotter1/lotline-crm,,JavaScript,[],main,,2026-04-09T23:06:25Z,2026-05-29T17:58:43Z,2026-05-29T17:58:39Z,1,0,1,1,10307,False,False,True,True,False,5,0,False,0,False,1,0,-464,-514,-514,0.0,1,3,0.69,0,False,False
golindanojader/automaticCP,Script para automatizaciones git commit and push,JavaScript,[],main,,2025-06-18T18:19:21Z,2026-05-29T17:58:40Z,2026-05-29T17:58:36Z,1,0,0,1,1738680,False,False,True,True,False,3,195453,False,0,False,0,0,-169,-514,-514,195453.0,1,2,0.69,0,False,False
raviswa/autom8-frontend,,JavaScript,[],main,,2026-05-13T23:52:36Z,2026-05-29T17:58:45Z,2026-05-29T17:58:35Z,1,0,1,1,495,False,False,True,True,False,1,0,False,0,False,1,0,-498,-514,-514,0.0,1,2,0.69,0,False,False
jaker788-create/APM-Master,Repo for EAM Framework automation/improvement scripts,JavaScript,[],main,,2026-03-02T17:45:51Z,2026-05-29T17:58:38Z,2026-05-29T17:58:34Z,2,1,3,2,31172,False,False,True,True,True,2,0,True,8733,False,0,0,-426,-514,-514,0.0,3,2,1.79,0,False,False
GaneshKulakarni/EarthTogether,,JavaScript,[],main,,2025-08-31T13:14:18Z,2026-05-29T17:58:40Z,2026-05-29T17:58:34Z,1,2,0,1,17633,False,False,True,True,False,2,0,True,4296,False,0,0,-243,-514,-514,0.0,3,2,1.79,0,False,False
masteros33/master.events,A secure Event ticketing and management platform,JavaScript,[],main,,2026-03-12T12:01:21Z,2026-05-29T17:58:37Z,2026-05-29T17:58:33Z,1,1,0,1,508,False,False,True,True,False,2,0,True,1027,False,0,0,-436,-514,-514,0.0,2,2,1.39,0,False,False
mrleom/sports-intelligence-cloud,"Coach-first sports platform project for training sessions, team workflows, and AI-ready data",JavaScript,"['api-gateway', 'cognito', 'dynamodb', 'lambda', 'nextjs', 'phyton', 'saas-application']",main,,2026-02-20T16:50:40Z,2026-05-29T17:58:34Z,2026-05-29T17:58:34Z,1,0,0,1,1772,False,False,True,True,False,2,0,True,4498,True,0,0,-416,-514,-514,0.0,3,3,0.69,7,False,False
karlbaroque/iptest,,JavaScript,[],main,,2021-09-14T14:43:54Z,2026-05-29T17:58:32Z,2026-05-29T17:58:28Z,1,0,0,1,7486,False,False,True,True,False,1,30259,False,0,False,0,0,1204,-514,-514,753.96,1,1,0.69,0,False,False
22kathan/portfolio,Portfolio website - Mod,JavaScript,[],main,,2026-04-12T06:31:58Z,2026-05-29T17:58:29Z,2026-05-29T17:58:25Z,1,0,0,1,16081,False,False,True,True,False,1,0,True,1891,True,0,0,-467,-514,-514,0.0,2,2,0.69,0,False,False
alibekshomurotov/Weather-App,,JavaScript,[],main,,2026-04-25T15:37:23Z,2026-05-29T17:58:27Z,2026-05-29T17:58:22Z,12,0,0,12,74,False,False,True,True,False,1,0,True,915,True,0,0,-480,-514,-514,0.0,2,2,2.56,0,False,False
Drlanderf/clara_oswald,🤖 Basic Discord Bot,JavaScript,[],release,,2022-10-29T01:09:42Z,2026-05-29T17:58:25Z,2026-05-29T17:58:21Z,20,45,7,20,11160,False,False,True,True,True,6,7397,True,5615,True,1,36,794,-514,-514,279.48,3,5,6.87,0,False,False
elonsucks/why.elonsucks.org,"Redirects to a random article, post, video or document exposing why Elon Musk sucks.",JavaScript,"['doge', 'elon', 'elonmusk', 'lawsuits', 'musk', 'neuralink', 'spacex', 'tesla', 'twitter', 'x']",main,,2023-01-09T20:21:01Z,2026-05-29T17:58:34Z,2026-05-29T17:58:19Z,5,0,0,5,15619,False,False,False,False,True,2,0,True,2562,True,0,0,722,-514,-514,0.0,2,2,1.79,10,False,False
